=== economy-table65.xlsx ===
Cell F1 | value='CAPIK GROUP' | fill=FF00B0F0 | rows=[0] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell A44 | value='SiVe:2024CBO-19758' | fill=FF00B050 | rows=[43] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B44 | value='2024-08-24 00:00:00' | fill=00000000 | rows=[43] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C44 | value='MY COMPUTER' | fill=00000000 | rows=[43] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D44 | value='-3.5' | fill=00000000 | rows=[43] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E44 | value='-3.5' | fill=00000000 | rows=[43] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F44 | value='2024-09-18 00:00:00' | fill=00000000 | rows=[43] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G44 | value='SHOPCBO' | fill=00000000 | rows=[43] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H44 | value='CBO' | fill=00000000 | rows=[43] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I44 | value='CENTERAL BRANCH O' | fill=00000000 | rows=[43] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J44 | value='WHOLE SALES' | fill=00000000 | rows=[43] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K44 | value='MARGI' | fill=00000000 | rows=[43] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L44 | value='25' | fill=00000000 | rows=[43] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M44 | value='300' | fill=00000000 | rows=[43] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T44 | value='MY COMPUTER' | fill=FF00B050 | rows=[43] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U44 | value='107' | fill=4 | rows=[43] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A45 | value='SiVe:2024CBO-19759' | fill=FF00B050 | rows=[44] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B45 | value='2024-08-24 00:00:00' | fill=00000000 | rows=[44] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C45 | value='MY COMPUTER' | fill=00000000 | rows=[44] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D45 | value='-13.86' | fill=00000000 | rows=[44] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E45 | value='-13.86' | fill=00000000 | rows=[44] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F45 | value='2024-09-18 00:00:00' | fill=00000000 | rows=[44] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G45 | value='SHOPCBO' | fill=00000000 | rows=[44] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H45 | value='CBO' | fill=00000000 | rows=[44] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I45 | value='CENTERAL BRANCH O' | fill=00000000 | rows=[44] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J45 | value='WHOLE SALES' | fill=00000000 | rows=[44] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K45 | value='MARGI' | fill=00000000 | rows=[44] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L45 | value='25' | fill=00000000 | rows=[44] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M45 | value='300' | fill=00000000 | rows=[44] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T45 | value='MY COMPUTER' | fill=FF00B050 | rows=[44] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U45 | value='107' | fill=4 | rows=[44] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A46 | value='Sub Total' | fill=FF00B0F0 | rows=[45] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell D46 | value='-212.71' | fill=FF00B0F0 | rows=[45] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E46 | value='-45.5' | fill=FF00B0F0 | rows=[45] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell L46 | value='75' | fill=FF00B0F0 | rows=[45] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M46 | value='900' | fill=FF00B0F0 | rows=[45] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell T46 | value='MY COMPUTER' | fill=FF00B050 | rows=[45] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A47 | value='MY COMPUTER' | fill=FFFFFF00 | rows=[46] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell T47 | value='MY COMPUTER' | fill=FF00B050 | rows=[46] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A48 | value='SiVe:2024IBA-21078' | fill=FF00B050 | rows=[47] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B48 | value='2024-09-09 00:00:00' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='MY COMPUTER' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='-11.55' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='-11.55' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='2024-10-04 00:00:00' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='SHOPIBA' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='IBA' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='INTER BRANCH A' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='WHOLE SALES' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='TIAGO' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='25' | fill=00000000 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='300' | fill=00000000 | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T48 | value='MY COMPUTER' | fill=FF00B050 | rows=[47] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U48 | value='91' | fill=4 | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A49 | value='SiVe:2024IBA-21616' | fill=FF00B050 | rows=[48] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B49 | value='2024-09-15 00:00:00' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='MY COMPUTER' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='-8.35' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='-8.35' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='2024-10-10 00:00:00' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='SHOPIBA' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='IBA' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='INTER BRANCH A' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='WHOLE SALES' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='TIAGO' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='25' | fill=00000000 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='300' | fill=00000000 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T49 | value='MY COMPUTER' | fill=FF00B050 | rows=[48] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U49 | value='85' | fill=4 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A50 | value='SiVe:2024IBA-21886' | fill=FF00B050 | rows=[49] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B50 | value='2024-09-18 00:00:00' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='MY COMPUTER' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='-16.5' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='-16.5' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='2024-10-13 00:00:00' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='SHOPIBA' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='IBA' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='INTER BRANCH A' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='WHOLE SALES' | fill=00000000 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='TIAGO' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='25' | fill=00000000 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='300' | fill=00000000 | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T50 | value='MY COMPUTER' | fill=FF00B050 | rows=[49] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U50 | value='82' | fill=4 | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A51 | value='Sub Total' | fill=FF00B050 | rows=[50] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell D51 | value='-36.4' | fill=FF00B0F0 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E51 | value='-36.4' | fill=FF00B0F0 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell L51 | value='75' | fill=FF00B0F0 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M51 | value='900' | fill=FF00B0F0 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell T51 | value='MY COMPUTER' | fill=FF00B050 | rows=[50] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A52 | value='IGNIC' | fill=FFFFFF00 | rows=[51] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell T52 | value='IGNIC' | fill=FF00B050 | rows=[51] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A53 | value='SiVe:2024CBO-26617' | fill=FF00B050 | rows=[52] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B53 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='IGNIC' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='-20' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='-20' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='SHOPCBO' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='CBO' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='CENTERAL BRANCH O' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='WHOLE SALES' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='Manoj' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='30' | fill=00000000 | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='300' | fill=00000000 | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T53 | value='IGNIC' | fill=FF00B050 | rows=[52] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U53 | value='30' | fill=4 | rows=[52] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A54 | value='SiVe:2024CBO-26664' | fill=FF00B050 | rows=[53] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B54 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='IGNIC' | fill=00000000 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='-16.817' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='-16.817' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='SHOPCBO' | fill=00000000 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='CBO' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='CENTERAL BRANCH O' | fill=00000000 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='WHOLE SALES' | fill=00000000 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='Manoj' | fill=00000000 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='30' | fill=00000000 | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='300' | fill=00000000 | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T54 | value='IGNIC' | fill=FF00B050 | rows=[53] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U54 | value='30' | fill=4 | rows=[53] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A55 | value='Sub Total' | fill=FF00B0F0 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell D55 | value='-36.817' | fill=FF00B0F0 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E55 | value='-36.817' | fill=FF00B0F0 | rows=[54] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell L55 | value='60' | fill=FF00B0F0 | rows=[54] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M55 | value='600' | fill=FF00B0F0 | rows=[54] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell T55 | value='IGNIC' | fill=FF00B050 | rows=[54] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A56 | value='LISTON CO' | fill=FFFFFF00 | rows=[55] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell T56 | value='LISTON CO' | fill=FF00B050 | rows=[55] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A57 | value='SiVe:2024GBH-26617' | fill=FF00B050 | rows=[56] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B57 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='LISTON CO' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='-20' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='-20' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='SHOP GBH' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='GBH' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I57 | value='GROUND BRANCH H' | fill=00000000 | rows=[56] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J57 | value='WHOLE SALES' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='Has' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L57 | value='30' | fill=00000000 | rows=[56] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M57 | value='300' | fill=00000000 | rows=[56] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T57 | value='LISTON CO' | fill=FF00B050 | rows=[56] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U57 | value='30' | fill=4 | rows=[56] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A58 | value='SiVe:2024GBH-26664' | fill=FF00B050 | rows=[57] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B58 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[57] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C58 | value='LISTON CO' | fill=00000000 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D58 | value='-16.817' | fill=00000000 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E58 | value='-16.817' | fill=00000000 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F58 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[57] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G58 | value='SHOP GBH' | fill=00000000 | rows=[57] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H58 | value='GBH' | fill=00000000 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I58 | value='GROUND BRANCH H' | fill=00000000 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J58 | value='WHOLE SALES' | fill=00000000 | rows=[57] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K58 | value='Has' | fill=00000000 | rows=[57] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L58 | value='30' | fill=00000000 | rows=[57] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M58 | value='300' | fill=00000000 | rows=[57] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T58 | value='LISTON CO' | fill=FF00B050 | rows=[57] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U58 | value='30' | fill=4 | rows=[57] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A59 | value='Sub Total' | fill=FF00B0F0 | rows=[58] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell D59 | value='-36.817' | fill=FF00B0F0 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E59 | value='-36.817' | fill=FF00B0F0 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell L59 | value='60' | fill=FF00B0F0 | rows=[58] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M59 | value='600' | fill=FF00B0F0 | rows=[58] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell T59 | value='LISTON CO' | fill=FF00B050 | rows=[58] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A60 | value='LISTON CO' | fill=FFFFFF00 | rows=[59] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell T60 | value='LISTON CO' | fill=FF00B050 | rows=[59] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A61 | value='SiVe:2024LBI-26617' | fill=FF00B050 | rows=[60] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B61 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='LISTON CO' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='-20' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='-20' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='SHOPLBI' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='LBI' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I61 | value='LOWER BRANCH I' | fill=00000000 | rows=[60] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J61 | value='WHOLE SALES' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='Has' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L61 | value='30' | fill=00000000 | rows=[60] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M61 | value='300' | fill=00000000 | rows=[60] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T61 | value='LISTON CO' | fill=FF00B050 | rows=[60] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U61 | value='30' | fill=4 | rows=[60] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A62 | value='SiVe:2024LBI-26664' | fill=FF00B050 | rows=[61] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B62 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[61] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C62 | value='LISTON CO' | fill=00000000 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D62 | value='-16.817' | fill=00000000 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E62 | value='-16.817' | fill=00000000 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F62 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[61] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G62 | value='SHOPLBI' | fill=00000000 | rows=[61] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H62 | value='LBI' | fill=00000000 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I62 | value='LOWER BRANCH I' | fill=00000000 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J62 | value='WHOLE SALES' | fill=00000000 | rows=[61] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K62 | value='Has' | fill=00000000 | rows=[61] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L62 | value='30' | fill=00000000 | rows=[61] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M62 | value='300' | fill=00000000 | rows=[61] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T62 | value='LISTON CO' | fill=FF00B050 | rows=[61] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U62 | value='30' | fill=4 | rows=[61] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A63 | value='Sub Total' | fill=FF00B0F0 | rows=[62] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell D63 | value='-36.817' | fill=FF00B0F0 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E63 | value='-36.817' | fill=FF00B0F0 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell L63 | value='60' | fill=FF00B0F0 | rows=[62] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M63 | value='600' | fill=FF00B0F0 | rows=[62] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell T63 | value='LISTON CO' | fill=FF00B050 | rows=[62] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A64 | value='G CO PVT -IBA' | fill=FFFFFF00 | rows=[63] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell T64 | value='G CO PVT -IBA' | fill=FF00B050 | rows=[63] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell A65 | value='SiVe:2024IBA-26617' | fill=FF00B050 | rows=[64] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B65 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='G CO PVT -IBA' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='-612' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='-550' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='SHOPIBA' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='IBA' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I65 | value='INTER BRANCH A' | fill=00000000 | rows=[64] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J65 | value='WHOLE SALES' | fill=00000000 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='TIAGO' | fill=00000000 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L65 | value='30' | fill=00000000 | rows=[64] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M65 | value='300' | fill=00000000 | rows=[64] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T65 | value='G CO PVT -IBA' | fill=FF00B050 | rows=[64] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U65 | value='30' | fill=4 | rows=[64] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A66 | value='SiVe:2024IBA-26664' | fill=FF00B050 | rows=[65] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B66 | value='2024-11-09 00:00:00' | fill=00000000 | rows=[65] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C66 | value='G CO PVT -IBA' | fill=00000000 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D66 | value='-16.817' | fill=00000000 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E66 | value='-16.817' | fill=00000000 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F66 | value='2024-12-09 00:00:00' | fill=00000000 | rows=[65] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G66 | value='SHOPIBA' | fill=00000000 | rows=[65] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H66 | value='IBA' | fill=00000000 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I66 | value='INTER BRANCH A' | fill=00000000 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J66 | value='WHOLE SALES' | fill=00000000 | rows=[65] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K66 | value='TIAGO' | fill=00000000 | rows=[65] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L66 | value='30' | fill=00000000 | rows=[65] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M66 | value='300' | fill=00000000 | rows=[65] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell T66 | value='G CO PVT -IBA' | fill=FF00B050 | rows=[65] | cols=[19] | col_header=False | row_header=True | metadata=False
Cell U66 | value='30' | fill=4 | rows=[65] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A67 | value='Sub Total' | fill=FF00B0F0 | rows=[66] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell D67 | value='-628.817' | fill=FF00B0F0 | rows=[66] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E67 | value='-566.817' | fill=FF00B0F0 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell L67 | value='60' | fill=FF00B0F0 | rows=[66] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M67 | value='600' | fill=FF00B0F0 | rows=[66] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell T67 | value='G CO PVT -IBA' | fill=FF00B050 | rows=[66] | cols=[19] | col_header=False | row_header=True | metadata=False

